"REF_DATE","GEO","DGUID","Egg production","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Saint-Édouard-de-Fabre, Quebec [CCS241085015]","2021S05022485015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134830","662.2.2","0","A","","","0"
"2021","Béarn, Quebec [CCS241085020]","2021S05022485020","Table eggs","Number of farms reporting","Number","223","units","0","v1327134831","663.1.1","0","B","","","0"
"2021","Béarn, Quebec [CCS241085020]","2021S05022485020","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134832","663.1.2","0","A","","","0"
"2021","Béarn, Quebec [CCS241085020]","2021S05022485020","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134833","663.2.1","0","B","","","0"
"2021","Béarn, Quebec [CCS241085020]","2021S05022485020","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134834","663.2.2","0","A","","","0"
"2021","Duhamel-Ouest, Quebec [CCS241085030]","2021S05022485030","Table eggs","Number of farms reporting","Number","223","units","0","v1327134835","664.1.1","1","A","","","0"
"2021","Duhamel-Ouest, Quebec [CCS241085030]","2021S05022485030","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134836","664.1.2","","F","","","0"
"2021","Duhamel-Ouest, Quebec [CCS241085030]","2021S05022485030","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134837","664.2.1","0","A","","","0"
"2021","Duhamel-Ouest, Quebec [CCS241085030]","2021S05022485030","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134838","664.2.2","0","A","","","0"
"2021","Saint-Bruno-de-Guigues, Quebec [CCS241085045]","2021S05022485045","Table eggs","Number of farms reporting","Number","223","units","0","v1327134839","665.1.1","0","B","","","0"
"2021","Saint-Bruno-de-Guigues, Quebec [CCS241085045]","2021S05022485045","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134840","665.1.2","0","A","","","0"
"2021","Saint-Bruno-de-Guigues, Quebec [CCS241085045]","2021S05022485045","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134841","665.2.1","0","B","","","0"
"2021","Saint-Bruno-de-Guigues, Quebec [CCS241085045]","2021S05022485045","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134842","665.2.2","0","A","","","0"
"2021","Fugèreville, Quebec [CCS241085055]","2021S05022485055","Table eggs","Number of farms reporting","Number","223","units","0","v1327134843","666.1.1","2","A","","","0"
"2021","Fugèreville, Quebec [CCS241085055]","2021S05022485055","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134844","666.1.2","182","B","","","0"
"2021","Fugèreville, Quebec [CCS241085055]","2021S05022485055","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134845","666.2.1","0","A","","","0"
"2021","Fugèreville, Quebec [CCS241085055]","2021S05022485055","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134846","666.2.2","0","A","","","0"
"2021","Belleterre, Quebec [CCS241085065]","2021S05022485065","Table eggs","Number of farms reporting","Number","223","units","0","v1327134847","667.1.1","0","A","","","0"
"2021","Belleterre, Quebec [CCS241085065]","2021S05022485065","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134848","667.1.2","0","A","","","0"
"2021","Belleterre, Quebec [CCS241085065]","2021S05022485065","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134849","667.2.1","0","A","","","0"
"2021","Belleterre, Quebec [CCS241085065]","2021S05022485065","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134850","667.2.2","0","A","","","0"
"2021","Moffet, Quebec [CCS241085075]","2021S05022485075","Table eggs","Number of farms reporting","Number","223","units","0","v1327134851","668.1.1","1","E","","","0"
"2021","Moffet, Quebec [CCS241085075]","2021S05022485075","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134852","668.1.2","","F","","","0"
"2021","Moffet, Quebec [CCS241085075]","2021S05022485075","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134853","668.2.1","0","B","","","0"
"2021","Moffet, Quebec [CCS241085075]","2021S05022485075","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134854","668.2.2","0","A","","","0"
"2021","Saint-Eugène-de-Guigues, Quebec [CCS241085085]","2021S05022485085","Table eggs","Number of farms reporting","Number","223","units","0","v1327134855","669.1.1","0","A","","","0"
"2021","Saint-Eugène-de-Guigues, Quebec [CCS241085085]","2021S05022485085","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134856","669.1.2","0","A","","","0"
"2021","Saint-Eugène-de-Guigues, Quebec [CCS241085085]","2021S05022485085","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134857","669.2.1","0","A","","","0"
"2021","Saint-Eugène-de-Guigues, Quebec [CCS241085085]","2021S05022485085","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134858","669.2.2","0","A","","","0"
"2021","Guérin, Quebec [CCS241085095]","2021S05022485095","Table eggs","Number of farms reporting","Number","223","units","0","v1327134859","670.1.1","0","B","","","0"
"2021","Guérin, Quebec [CCS241085095]","2021S05022485095","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134860","670.1.2","0","A","","","0"
"2021","Guérin, Quebec [CCS241085095]","2021S05022485095","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134861","670.2.1","0","B","","","0"
"2021","Guérin, Quebec [CCS241085095]","2021S05022485095","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134862","670.2.2","0","A","","","0"
"2021","Rémigny, Quebec [CCS241085105]","2021S05022485105","Table eggs","Number of farms reporting","Number","223","units","0","v1327134863","671.1.1","0","A","","","0"
"2021","Rémigny, Quebec [CCS241085105]","2021S05022485105","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134864","671.1.2","0","A","","","0"
"2021","Rémigny, Quebec [CCS241085105]","2021S05022485105","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134865","671.2.1","0","A","","","0"
"2021","Rémigny, Quebec [CCS241085105]","2021S05022485105","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134866","671.2.2","0","A","","","0"
"2021","Rouyn-Noranda, Quebec [CD241086000]","2021A00032486","Table eggs","Number of farms reporting","Number","223","units","0","v1327134867","672.1.1","7","B","","","0"
"2021","Rouyn-Noranda, Quebec [CD241086000]","2021A00032486","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134868","672.1.2","","F","","","0"
"2021","Rouyn-Noranda, Quebec [CD241086000]","2021A00032486","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134869","672.2.1","0","B","","","0"
"2021","Rouyn-Noranda, Quebec [CD241086000]","2021A00032486","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134870","672.2.2","0","A","","","0"
"2021","Rouyn-Noranda, Quebec [CCS241086042]","2021S05022486042","Table eggs","Number of farms reporting","Number","223","units","0","v1327134871","673.1.1","7","B","","","0"
"2021","Rouyn-Noranda, Quebec [CCS241086042]","2021S05022486042","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134872","673.1.2","","F","","","0"
"2021","Rouyn-Noranda, Quebec [CCS241086042]","2021S05022486042","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134873","673.2.1","0","B","","","0"
"2021","Rouyn-Noranda, Quebec [CCS241086042]","2021S05022486042","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134874","673.2.2","0","A","","","0"
"2021","Abitibi-Ouest, Quebec [CD241087000]","2021A00032487","Table eggs","Number of farms reporting","Number","223","units","0","v1327134875","674.1.1","4","B","","","0"
"2021","Abitibi-Ouest, Quebec [CD241087000]","2021A00032487","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134876","674.1.2","","F","","","0"
"2021","Abitibi-Ouest, Quebec [CD241087000]","2021A00032487","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134877","674.2.1","0","B","","","0"
"2021","Abitibi-Ouest, Quebec [CD241087000]","2021A00032487","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134878","674.2.2","0","A","","","0"
"2021","Duparquet, Quebec [CCS241087005]","2021S05022487005","Table eggs","Number of farms reporting","Number","223","units","0","v1327134879","675.1.1","0","A","","","0"
"2021","Duparquet, Quebec [CCS241087005]","2021S05022487005","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134880","675.1.2","0","A","","","0"
"2021","Duparquet, Quebec [CCS241087005]","2021S05022487005","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134881","675.2.1","0","A","","","0"
"2021","Duparquet, Quebec [CCS241087005]","2021S05022487005","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134882","675.2.2","0","A","","","0"
"2021","Roquemaure, Quebec [CCS241087015]","2021S05022487015","Table eggs","Number of farms reporting","Number","223","units","0","v1327134883","676.1.1","1","A","","","0"
"2021","Roquemaure, Quebec [CCS241087015]","2021S05022487015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134884","676.1.2","","F","","","0"
"2021","Roquemaure, Quebec [CCS241087015]","2021S05022487015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134885","676.2.1","0","B","","","0"
"2021","Roquemaure, Quebec [CCS241087015]","2021S05022487015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134886","676.2.2","0","A","","","0"
"2021","Palmarolle, Quebec [CCS241087025]","2021S05022487025","Table eggs","Number of farms reporting","Number","223","units","0","v1327134887","677.1.1","0","B","","","0"
"2021","Palmarolle, Quebec [CCS241087025]","2021S05022487025","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134888","677.1.2","0","A","","","0"
"2021","Palmarolle, Quebec [CCS241087025]","2021S05022487025","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134889","677.2.1","0","B","","","0"
"2021","Palmarolle, Quebec [CCS241087025]","2021S05022487025","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134890","677.2.2","0","A","","","0"
"2021","Sainte-Germaine-Boulé, Quebec [CCS241087030]","2021S05022487030","Table eggs","Number of farms reporting","Number","223","units","0","v1327134891","678.1.1","0","A","","","0"
"2021","Sainte-Germaine-Boulé, Quebec [CCS241087030]","2021S05022487030","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134892","678.1.2","0","A","","","0"
"2021","Sainte-Germaine-Boulé, Quebec [CCS241087030]","2021S05022487030","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134893","678.2.1","0","A","","","0"
"2021","Sainte-Germaine-Boulé, Quebec [CCS241087030]","2021S05022487030","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134894","678.2.2","0","A","","","0"
"2021","Taschereau, Quebec [CCS241087042]","2021S05022487042","Table eggs","Number of farms reporting","Number","223","units","0","v1327134895","679.1.1","1","E","","","0"
"2021","Taschereau, Quebec [CCS241087042]","2021S05022487042","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134896","679.1.2","","F","","","0"
"2021","Taschereau, Quebec [CCS241087042]","2021S05022487042","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134897","679.2.1","0","B","","","0"
"2021","Taschereau, Quebec [CCS241087042]","2021S05022487042","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134898","679.2.2","0","A","","","0"
"2021","Macamic, Quebec [CCS241087058]","2021S05022487058","Table eggs","Number of farms reporting","Number","223","units","0","v1327134899","680.1.1","2","A","","","0"
"2021","Macamic, Quebec [CCS241087058]","2021S05022487058","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134900","680.1.2","","F","","","0"
"2021","Macamic, Quebec [CCS241087058]","2021S05022487058","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134901","680.2.1","0","B","","","0"
"2021","Macamic, Quebec [CCS241087058]","2021S05022487058","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134902","680.2.2","0","A","","","0"
"2021","Clerval, Quebec [CCS241087075]","2021S05022487075","Table eggs","Number of farms reporting","Number","223","units","0","v1327134903","681.1.1","0","B","","","0"
"2021","Clerval, Quebec [CCS241087075]","2021S05022487075","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134904","681.1.2","0","A","","","0"
"2021","Clerval, Quebec [CCS241087075]","2021S05022487075","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134905","681.2.1","0","B","","","0"
"2021","Clerval, Quebec [CCS241087075]","2021S05022487075","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134906","681.2.2","0","A","","","0"
"2021","La Sarre, Quebec [CCS241087090]","2021S05022487090","Table eggs","Number of farms reporting","Number","223","units","0","v1327134907","682.1.1","0","B","","","0"
"2021","La Sarre, Quebec [CCS241087090]","2021S05022487090","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134908","682.1.2","0","A","","","0"
"2021","La Sarre, Quebec [CCS241087090]","2021S05022487090","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134909","682.2.1","0","B","","","0"
"2021","La Sarre, Quebec [CCS241087090]","2021S05022487090","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134910","682.2.2","0","A","","","0"
"2021","Chazel, Quebec [CCS241087095]","2021S05022487095","Table eggs","Number of farms reporting","Number","223","units","0","v1327134911","683.1.1","0","A","","","0"
"2021","Chazel, Quebec [CCS241087095]","2021S05022487095","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134912","683.1.2","0","A","","","0"
"2021","Chazel, Quebec [CCS241087095]","2021S05022487095","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134913","683.2.1","0","A","","","0"
"2021","Chazel, Quebec [CCS241087095]","2021S05022487095","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134914","683.2.2","0","A","","","0"
"2021","Normétal, Quebec [CCS241087115]","2021S05022487115","Table eggs","Number of farms reporting","Number","223","units","0","v1327134915","684.1.1","0","A","","","0"
"2021","Normétal, Quebec [CCS241087115]","2021S05022487115","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134916","684.1.2","0","A","","","0"
"2021","Normétal, Quebec [CCS241087115]","2021S05022487115","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134917","684.2.1","0","A","","","0"
"2021","Normétal, Quebec [CCS241087115]","2021S05022487115","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134918","684.2.2","0","A","","","0"
